id,original_text_id,adequacy,fluency,simplicity,model_id,original,simplified
48,5,,,,M4,"Because the State of South Dakota filed suit on its own accord in state court in this case, at a time of its own choosing, with its hand-picked defendants, no such unfair prejudice is present, and FAG Bearings can appropriately be distinguished.","Because the State of South Dakota filed suit on its own in state court in this case, with its hand-picked defendants, at a time of its own choosing, no such unfair prejudice is present, and FAG Bearings can appropriately be distinguished."
49,5,,,,M6,"Because the State of South Dakota filed suit on its own accord in state court in this case, at a time of its own choosing, with its hand-picked defendants, no such unfair prejudice is present, and FAG Bearings can appropriately be distinguished.",No such unfair prejudice is present .The State of South Dakota brought suit .FAG Bearings can properly be distinguished .
50,5,,,,M11,"Because the State of South Dakota filed suit on its own accord in state court in this case, at a time of its own choosing, with its hand-picked defendants, no such unfair prejudice is present, and FAG Bearings can appropriately be distinguished.","There is no such unfair prejudice in this case because the State of South Dakota filed suit in state court voluntarily, at a time of its own choosing, with carefully selected defendants. Moreover, FAG Bearings can be separable."
51,5,,,,M7,"Because the State of South Dakota filed suit on its own accord in state court in this case, at a time of its own choosing, with its hand-picked defendants, no such unfair prejudice is present, and FAG Bearings can appropriately be distinguished.","Because the State of South Dakota brought suit on its own accord in state court in this case, at a time of its own choosing, with its hand-picked parties, no such unfair prejudice is present, and FAG Bearings can properly be distinguished."
52,5,,,,M10,"Because the State of South Dakota filed suit on its own accord in state court in this case, at a time of its own choosing, with its hand-picked defendants, no such unfair prejudice is present, and FAG Bearings can appropriately be distinguished.","There is no such unfair prejudice in this case because the State of South Dakota filed suit in state court voluntarily, at a time of its own choosing, with carefully selected defendants. Moreover, FAG Bearings can be separable."
53,5,,,,M5,"Because the State of South Dakota filed suit on its own accord in state court in this case, at a time of its own choosing, with its hand-picked defendants, no such unfair prejudice is present, and FAG Bearings can appropriately be distinguished.","Because the State of South Dakota lodged suit on its own agreement in state court in this case , at a time of its own choosing , with its hand-picked litigants , no such unfair bias is present , and FAG Bearings can fitly be distinguished ."
54,5,,,,M9,"Because the State of South Dakota filed suit on its own accord in state court in this case, at a time of its own choosing, with its hand-picked defendants, no such unfair prejudice is present, and FAG Bearings can appropriately be distinguished.","Since the State of South Dakota took the action on its own accord in state court in this case, at a time of its own choosing, with its hand-picked defendants, no such unfair prejudice exists, and FAG Bearings can appropriately be distinguished."
55,5,,,,M8,"Because the State of South Dakota filed suit on its own accord in state court in this case, at a time of its own choosing, with its hand-picked defendants, no such unfair prejudice is present, and FAG Bearings can appropriately be distinguished.","because the state of south dakota filed suit on its own accord in state court in this case, at a time of its own choosing, with its hand-picked defendants, no such unfair prejudice is present, and fag bearings can appropriately be distinguished."
56,6,,,,M11,"“The change in wording is meant to clarify that administrative law judges aren’t in the business of impeaching claimants’ character; obviously administrative law judges will continue to assess the credibility of pain assertions by applicants, especially as such assertions often cannot be either credited or rejected on the basis of medical evidence.” Cole v. Colvin, 831 F.3d 411, 412 (7th Cir.","""The change in wording is intended to demonstrate that administrative law judges are not in the business of accusing the character of suers. Clearly, judges will evaluate the credibility of applicants' stinging allegations. This is especially true since such allegations often cannot be relied upon or declined on the basis of medical evidence."" Cole v. Colvin, 831 F.3d 411, 412 (7th Cir."
57,6,,,,M2,"“The change in wording is meant to clarify that administrative law judges aren’t in the business of impeaching claimants’ character; obviously administrative law judges will continue to assess the credibility of pain assertions by applicants, especially as such assertions often cannot be either credited or rejected on the basis of medical evidence.” Cole v. Colvin, 831 F.3d 411, 412 (7th Cir.","“ The change in time is meant to clarify that other law judges aren ’ t in the business of trying claimants ’ character ; obviously other law judges will continue to assess the credibility of pain questions , especially as such questions often can not be either made or rejected on the basis of medical evidence . ” Cole v . Colvin , 831 F . 3d 411 , 412 ( 7th Cir ."
58,6,,,,M1,"“The change in wording is meant to clarify that administrative law judges aren’t in the business of impeaching claimants’ character; obviously administrative law judges will continue to assess the credibility of pain assertions by applicants, especially as such assertions often cannot be either credited or rejected on the basis of medical evidence.” Cole v. Colvin, 831 F.3d 411, 412 (7th Cir.","The word '' change '' in wording is meant to mean that administrative law judges aren given in the business of impeaching claimants often cannot be either administrative law judges will continue to measure the credibility of pain assertions by applicants, especially as such assertions often cannot be either credited or rejected on the basis of medical evidence . Cole v. Colvin, 831.3d 411, 4127 (th7 Cir."
59,6,,,,M10,"“The change in wording is meant to clarify that administrative law judges aren’t in the business of impeaching claimants’ character; obviously administrative law judges will continue to assess the credibility of pain assertions by applicants, especially as such assertions often cannot be either credited or rejected on the basis of medical evidence.” Cole v. Colvin, 831 F.3d 411, 412 (7th Cir.","""The change in wording is intended to demonstrate that administrative law judges are not in the business of accusing the character of suers. Clearly, judges will evaluate the credibility of applicants' stinging allegations. This is especially true since such allegations often cannot be relied upon or declined on the basis of medical evidence."" Cole v. Colvin, 831 F.3d 411, 412 (7th Cir."
60,6,,,,M6,"“The change in wording is meant to clarify that administrative law judges aren’t in the business of impeaching claimants’ character; obviously administrative law judges will continue to assess the credibility of pain assertions by applicants, especially as such assertions often cannot be either credited or rejected on the basis of medical evidence.” Cole v. Colvin, 831 F.3d 411, 412 (7th Cir.","“ The change in phrase is meant to clarify that administrative law judges aren ’ t in the business of questioning claims ’ character .“ obviously administrative law judges will continue to assess the credibility of pain assertions , especially as such assertions often can not be either believed or rejected on the basis of medical evidence . ” Colvin .The basis of medical evidence . ” Colvin was 831 F.3d 411 , 412 ( 7th Cir. .Colvin is Cole v. ."
61,6,,,,M3,"“The change in wording is meant to clarify that administrative law judges aren’t in the business of impeaching claimants’ character; obviously administrative law judges will continue to assess the credibility of pain assertions by applicants, especially as such assertions often cannot be either credited or rejected on the basis of medical evidence.” Cole v. Colvin, 831 F.3d 411, 412 (7th Cir.","“ The change in time is meant to clarify that other law judges aren ’ t in the business of trying claimants ’ character ; obviously other law judges will continue to assess the credibility of pain questions , especially as such questions often can not be either made or rejected on the basis of medical evidence . ” Cole v . Colvin , 831 F . 3d 411 , 412 ( 7th Cir ."
62,6,,,,M7,"“The change in wording is meant to clarify that administrative law judges aren’t in the business of impeaching claimants’ character; obviously administrative law judges will continue to assess the credibility of pain assertions by applicants, especially as such assertions often cannot be either credited or rejected on the basis of medical evidence.” Cole v. Colvin, 831 F.3d 411, 412 (7th Cir.","“ The change in phrase is meant to clarify that administrative law judges aren ’ t in the business of questioning claims ’ character; obviously administrative law judges will continue to assess the credibility of pain assertions by respondents, especially as such assertions often cannot be either believed or rejected on the basis of medical evidence. ” Cole v. Colvin, 831 F.3d 411, 412 (7th Cir."
63,6,,,,M5,"“The change in wording is meant to clarify that administrative law judges aren’t in the business of impeaching claimants’ character; obviously administrative law judges will continue to assess the credibility of pain assertions by applicants, especially as such assertions often cannot be either credited or rejected on the basis of medical evidence.” Cole v. Colvin, 831 F.3d 411, 412 (7th Cir.","“ The change in phrasing is intended to explain that administrative law judges aren ’ t in the business of impeaching appliers ’ character ; plainly administrative law judges will continue to measure the credibleness of pain statements by appliers , particularly as such statements often can not be either imputed or judged on the basis of medical evidence. ” Cole v. Colvin , 831 F.3d 411 , 412 ( 7th Cir ."
64,6,,,,M8,"“The change in wording is meant to clarify that administrative law judges aren’t in the business of impeaching claimants’ character; obviously administrative law judges will continue to assess the credibility of pain assertions by applicants, especially as such assertions often cannot be either credited or rejected on the basis of medical evidence.” Cole v. Colvin, 831 F.3d 411, 412 (7th Cir.","“the change in wording is meant to clarify that administrative law judges aren’t in the business of impeaching claimants’ character; obviously administrative law judges will continue to assess the credibility of pain assertions by applicants, especially as such assertions often cannot be either credited or rejected on the basis of medical evidence.” cole v. colvin, 831 f.3d 411, 412 (7th cir."
65,6,,,,M9,"“The change in wording is meant to clarify that administrative law judges aren’t in the business of impeaching claimants’ character; obviously administrative law judges will continue to assess the credibility of pain assertions by applicants, especially as such assertions often cannot be either credited or rejected on the basis of medical evidence.” Cole v. Colvin, 831 F.3d 411, 412 (7th Cir.","“The change in wording aims to clarify that administrative law judges aren’t in the business of impeaching claimants’ character; obviously administrative law judges will continue to assess the credibility of pain assertions by applicants, especially as such assertions often cannot be either accepted or rejected on the basis of medical evidence.” Cole v. Colvin, 831 F.3d 411, 412 (7th Cir."
66,6,,,,M4,"“The change in wording is meant to clarify that administrative law judges aren’t in the business of impeaching claimants’ character; obviously administrative law judges will continue to assess the credibility of pain assertions by applicants, especially as such assertions often cannot be either credited or rejected on the basis of medical evidence.” Cole v. Colvin, 831 F.3d 411, 412 (7th Cir.","“The change in wording is meant to clarify that administrative law judges aren't in the business of impeaching claimants' character, especially as such assertions often cannot be either credited or rejected on the basis of medical evidence. Obviously administrative law judges will continue to assess the credibility of pain assertions by applicants."
67,7,,,,M10,"Federal Rule of Civil Procedure 12(f) permits courts to “strike from a pleading an insufficient defense or any redundant, immaterial, impertinent, or scandalous matter.” The target of defendants’ request to strike 'is not a pleading, but rather the contents of plaintiffs responsive motion and declaration.","Federal Rule of Civil Procedure 12(f) allows courts to “enter suit pleading insufficient pleadings or any unnecessary, trivial, obscene, or scandalous matter.” The aim of the respondents' strike request is not defense. Instead, it is the content of the respondents’ responsive resolution and sworn testimony."
68,7,,,,M9,"Federal Rule of Civil Procedure 12(f) permits courts to “strike from a pleading an insufficient defense or any redundant, immaterial, impertinent, or scandalous matter.” The target of defendants’ request to strike 'is not a pleading, but rather the contents of plaintiffs responsive motion and declaration.","Federal Rule of Civil Procedure 12(f) allows courts to “strike from a pleading an insufficient defense or any redundant, immaterial, impertinent, or scandalous matter.” The target of defendants’ request to strike 'is not a pleading. It is the contents of plaintiffs responsive motion and declaration."
